date,rcept_dt,corp_name,report_nm,corp_code,source
2026-01-24,20260123,제일바이오,소송등의판결ㆍ결정              (효력정지가처분),00185505,OpenDART_API
2026-01-24,20260123,휴림로봇,주권관련사채권의처분결정              ,00540429,OpenDART_API
2026-01-24,20260123,SK디스커버리,주요사항보고서(자기주식처분결정)(자회사의 주요경영사항)              ,00131832,OpenDART_API
2026-01-24,20260123,SK디스커버리,[기재정정]타법인주식및출자증권처분결정(자회사의 주요경영사항)              ,00131832,OpenDART_API
2026-01-24,20260123,SK가스,[기재정정]타법인주식및출자증권처분결정              ,00144164,OpenDART_API
