date,value,ts_utc,entity,unit,source,dataset_id,metric_name,is_derived,derived_from,fingerprint
,3.5,2024-03-01T00:00:00Z,KOR_BASE_RATE,PCT,ecos,ecos_kor_base_rate,interest_rate,False,,93e5ed649c56773a
,3.5,2024-04-01T00:00:00Z,KOR_BASE_RATE,PCT,ecos,ecos_kor_base_rate,interest_rate,False,,8a120f7879b2ec30
,3.5,2024-05-01T00:00:00Z,KOR_BASE_RATE,PCT,ecos,ecos_kor_base_rate,interest_rate,False,,3e9c1fff81c8111a
,3.5,2024-06-01T00:00:00Z,KOR_BASE_RATE,PCT,ecos,ecos_kor_base_rate,interest_rate,False,,6d9136f5e045e350
,3.5,2024-07-01T00:00:00Z,KOR_BASE_RATE,PCT,ecos,ecos_kor_base_rate,interest_rate,False,,a5d43854c17b2e2c
,3.5,2024-08-01T00:00:00Z,KOR_BASE_RATE,PCT,ecos,ecos_kor_base_rate,interest_rate,False,,47f7987dbbd6cf15
,3.5,2024-09-01T00:00:00Z,KOR_BASE_RATE,PCT,ecos,ecos_kor_base_rate,interest_rate,False,,3e411940a740f5aa
,3.25,2024-10-01T00:00:00Z,KOR_BASE_RATE,PCT,ecos,ecos_kor_base_rate,interest_rate,False,,4a4a9012ae1821ae
,3.0,2024-11-01T00:00:00Z,KOR_BASE_RATE,PCT,ecos,ecos_kor_base_rate,interest_rate,False,,3b878558f25b37f0
,3.0,2024-12-01T00:00:00Z,KOR_BASE_RATE,PCT,ecos,ecos_kor_base_rate,interest_rate,False,,8e9131459bdf17f4
,3.0,2025-01-01T00:00:00Z,KOR_BASE_RATE,PCT,ecos,ecos_kor_base_rate,interest_rate,False,,898998a2919d825f
,2.75,2025-02-01T00:00:00Z,KOR_BASE_RATE,PCT,ecos,ecos_kor_base_rate,interest_rate,False,,7728ba2ad1e7fc05
,2.75,2025-03-01T00:00:00Z,KOR_BASE_RATE,PCT,ecos,ecos_kor_base_rate,interest_rate,False,,de1d01d5a5e221a2
,2.75,2025-04-01T00:00:00Z,KOR_BASE_RATE,PCT,ecos,ecos_kor_base_rate,interest_rate,False,,7916def77720244a
,2.5,2025-05-01T00:00:00Z,KOR_BASE_RATE,PCT,ecos,ecos_kor_base_rate,interest_rate,False,,fdefb8736370be70
,2.5,2025-06-01T00:00:00Z,KOR_BASE_RATE,PCT,ecos,ecos_kor_base_rate,interest_rate,False,,088a1ecd99fd6dd8
,2.5,2025-07-01T00:00:00Z,KOR_BASE_RATE,PCT,ecos,ecos_kor_base_rate,interest_rate,False,,b8dcc816464f16dd
,2.5,2025-08-01T00:00:00Z,KOR_BASE_RATE,PCT,ecos,ecos_kor_base_rate,interest_rate,False,,7d21d9c9a2e95ee7
,2.5,2025-09-01T00:00:00Z,KOR_BASE_RATE,PCT,ecos,ecos_kor_base_rate,interest_rate,False,,6d2eded37cb38d25
,2.5,2025-10-01T00:00:00Z,KOR_BASE_RATE,PCT,ecos,ecos_kor_base_rate,interest_rate,False,,2297f6c27274d965
,2.5,2025-11-01T00:00:00Z,KOR_BASE_RATE,PCT,ecos,ecos_kor_base_rate,interest_rate,False,,4f44929cd98d4ac1
,2.5,2025-12-01T00:00:00Z,KOR_BASE_RATE,PCT,ecos,ecos_kor_base_rate,interest_rate,False,,8116c62035547943
