date,value,ts_utc,entity,unit,source,dataset_id,metric_name,is_derived,derived_from,fingerprint
,3914432.4,2025-03-01T00:00:00Z,KOR_M2,WON,ecos,ecos_kor_m2,money_supply,False,,8b12aac4006c3191
,3930054.0,2025-04-01T00:00:00Z,KOR_M2,WON,ecos,ecos_kor_m2,money_supply,False,,7b791c0027874750
,3955598.2,2025-05-01T00:00:00Z,KOR_M2,WON,ecos,ecos_kor_m2,money_supply,False,,68a8f907dc1b7c20
,3975331.0,2025-06-01T00:00:00Z,KOR_M2,WON,ecos,ecos_kor_m2,money_supply,False,,8f203c416710345d
,3994033.3,2025-07-01T00:00:00Z,KOR_M2,WON,ecos,ecos_kor_m2,money_supply,False,,569ae4ff69c850ac
,4038516.1,2025-08-01T00:00:00Z,KOR_M2,WON,ecos,ecos_kor_m2,money_supply,False,,64d4bb276cbbaba5
,4059768.7,2025-09-01T00:00:00Z,KOR_M2,WON,ecos,ecos_kor_m2,money_supply,False,,0ef1574f2ab3ed22
,4057900.5,2025-10-01T00:00:00Z,KOR_M2,WON,ecos,ecos_kor_m2,money_supply,False,,93350b698dcbf373
,4062260.6,2025-11-01T00:00:00Z,KOR_M2,WON,ecos,ecos_kor_m2,money_supply,False,,3678553921f94057
,4081265.9,2025-12-01T00:00:00Z,KOR_M2,WON,ecos,ecos_kor_m2,money_supply,False,,4bea65c786db679b
,4113407.1,2026-01-01T00:00:00Z,KOR_M2,WON,ecos,ecos_kor_m2,money_supply,False,,b813e2d1bae879c8
,4113983.8,2026-02-01T00:00:00Z,KOR_M2,WON,ecos,ecos_kor_m2,money_supply,False,,b30b6c175be5344d
